"","Vaccine","Geography.Type","Geography","FIPS","Season.Survey.Year","Month","Dimension.Type","Dimension","Estimate....","X95..CI....","Sample.Size","ym"
"4149","Seasonal Influenza","States/Local Areas","Louisiana",22,"2016-17",9,"Age","≥6 Months",8.7,"7.9 to 9.5",7098,2016-09-01
"4150","Seasonal Influenza","States/Local Areas","Maine",23,"2016-17",9,"Age","≥6 Months",9.5,"8.7 to 10.3",10018,2016-09-01
"4151","Seasonal Influenza","States/Local Areas","Maryland",24,"2016-17",9,"Age","≥6 Months",11.5,"10.6 to 12.4",15289,2016-09-01
"4152","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2016-17",9,"Age","≥6 Months",11.5,"10.2 to 12.8",8972,2016-09-01
"4153","Seasonal Influenza","States/Local Areas","Michigan",26,"2016-17",9,"Age","≥6 Months",10.2,"8.6 to 11.8",10029,2016-09-01
"4154","Seasonal Influenza","States/Local Areas","Minnesota",27,"2016-17",9,"Age","≥6 Months",10.5,"9.7 to 11.3",12263,2016-09-01
"4155","Seasonal Influenza","States/Local Areas","Mississippi",28,"2016-17",9,"Age","≥6 Months",6.7,"5.7 to 7.7",6648,2016-09-01
"4156","Seasonal Influenza","States/Local Areas","Missouri",29,"2016-17",9,"Age","≥6 Months",8.9,"7.7 to 10.1",5723,2016-09-01
"4157","Seasonal Influenza","States/Local Areas","Montana",30,"2016-17",9,"Age","≥6 Months",6.3,"5.3 to 7.3",4944,2016-09-01
"4158","Seasonal Influenza","States/Local Areas","Nebraska",31,"2016-17",9,"Age","≥6 Months",9,"8.2 to 9.8",12035,2016-09-01
"4159","Seasonal Influenza","States/Local Areas","Nevada",32,"2016-17",9,"Age","≥6 Months",9.1,"8.1 to 10.1",5719,2016-09-01
"4160","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2016-17",9,"Age","≥6 Months",10.2,"9.3 to 11.1",7000,2016-09-01
"4161","Seasonal Influenza","States/Local Areas","New Jersey",34,"2016-17",9,"Age","≥6 Months",11.3,"10.2 to 12.4",8682,2016-09-01
"4162","Seasonal Influenza","States/Local Areas","New Mexico",35,"2016-17",9,"Age","≥6 Months",10.1,"9.0 to 11.2",6342,2016-09-01
"4163","Seasonal Influenza","States/Local Areas","New York",36,"2016-17",9,"Age","≥6 Months",11.4,"10.7 to 12.1",20948,2016-09-01
"4164","Seasonal Influenza","States/Local Areas","North Carolina",37,"2016-17",9,"Age","≥6 Months",9.9,"8.9 to 10.9",6668,2016-09-01
"4165","Seasonal Influenza","States/Local Areas","North Dakota",38,"2016-17",9,"Age","≥6 Months",7.6,"6.7 to 8.5",7130,2016-09-01
"4166","Seasonal Influenza","States/Local Areas","Ohio",39,"2016-17",9,"Age","≥6 Months",9.3,"8.6 to 10.0",10327,2016-09-01
"4167","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2016-17",9,"Age","≥6 Months",8.4,"7.4 to 9.4",6511,2016-09-01
"4168","Seasonal Influenza","States/Local Areas","Oregon",41,"2016-17",9,"Age","≥6 Months",7.8,"7.1 to 8.5",6492,2016-09-01
"4169","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2016-17",9,"Age","≥6 Months",11.9,"10.0 to 13.8",9292,2016-09-01
"4170","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2016-17",9,"Age","≥6 Months",9.8,"8.7 to 10.9",6723,2016-09-01
"4171","Seasonal Influenza","States/Local Areas","South Carolina",45,"2016-17",9,"Age","≥6 Months",9.3,"8.5 to 10.1",10801,2016-09-01
"4172","Seasonal Influenza","States/Local Areas","South Dakota",46,"2016-17",9,"Age","≥6 Months",8,"6.9 to 9.1",6350,2016-09-01
"4173","Seasonal Influenza","States/Local Areas","Tennessee",47,"2016-17",9,"Age","≥6 Months",9.5,"8.4 to 10.6",6367,2016-09-01
"4174","Seasonal Influenza","States/Local Areas","Texas",48,"2016-17",9,"Age","≥6 Months",10.9,"9.9 to 11.9",23340,2016-09-01
"4175","Seasonal Influenza","States/Local Areas","Utah",49,"2016-17",9,"Age","≥6 Months",9.5,"8.6 to 10.4",10503,2016-09-01
"4176","Seasonal Influenza","States/Local Areas","Vermont",50,"2016-17",9,"Age","≥6 Months",7.2,"6.4 to 8.0",7526,2016-09-01
"4177","Seasonal Influenza","States/Local Areas","Virginia",51,"2016-17",9,"Age","≥6 Months",11,"10.1 to 11.9",8821,2016-09-01
"4178","Seasonal Influenza","States/Local Areas","Washington",53,"2016-17",9,"Age","≥6 Months",10.1,"9.4 to 10.8",14690,2016-09-01
"4179","Seasonal Influenza","States/Local Areas","West Virginia",54,"2016-17",9,"Age","≥6 Months",8.3,"7.5 to 9.1",7184,2016-09-01
"4180","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2016-17",9,"Age","≥6 Months",7.8,"6.8 to 8.8",5732,2016-09-01
"4181","Seasonal Influenza","States/Local Areas","Wyoming",56,"2016-17",9,"Age","≥6 Months",6.5,"5.6 to 7.4",6294,2016-09-01
"4182","Seasonal Influenza","States/Local Areas","Alabama",1,"2016-17",10,"Age","≥6 Months",26,"24.6 to 27.4",7901,2016-10-01
"4183","Seasonal Influenza","States/Local Areas","Alaska",2,"2016-17",10,"Age","≥6 Months",24.4,"22.2 to 26.6",4998,2016-10-01
"4184","Seasonal Influenza","States/Local Areas","Arizona",4,"2016-17",10,"Age","≥6 Months",24.6,"23.5 to 25.7",11261,2016-10-01
"4185","Seasonal Influenza","States/Local Areas","Arkansas",5,"2016-17",10,"Age","≥6 Months",27.2,"25.4 to 29.0",6418,2016-10-01
"4186","Seasonal Influenza","States/Local Areas","California",6,"2016-17",10,"Age","≥6 Months",25.7,"23.9 to 27.5",8010,2016-10-01
"4187","Seasonal Influenza","States/Local Areas","Colorado",8,"2016-17",10,"Age","≥6 Months",29.5,"28.2 to 30.8",10103,2016-10-01
"4188","Seasonal Influenza","States/Local Areas","Connecticut",9,"2016-17",10,"Age","≥6 Months",30.8,"29.5 to 32.1",11507,2016-10-01
"4189","Seasonal Influenza","States/Local Areas","Delaware",10,"2016-17",10,"Age","≥6 Months",31.5,"29.2 to 33.8",4687,2016-10-01
"4190","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2016-17",10,"Age","≥6 Months",27.7,"25.5 to 29.9",5244,2016-10-01
"4191","Seasonal Influenza","States/Local Areas","Florida",12,"2016-17",10,"Age","≥6 Months",24.4,"23.5 to 25.3",29185,2016-10-01
"4192","Seasonal Influenza","States/Local Areas","Georgia",13,"2016-17",10,"Age","≥6 Months",25.8,"24.2 to 27.4",5679,2016-10-01
"4193","Seasonal Influenza","States/Local Areas","Hawaii",15,"2016-17",10,"Age","≥6 Months",25.5,"24.1 to 26.9",8487,2016-10-01
"4194","Seasonal Influenza","States/Local Areas","Idaho",16,"2016-17",10,"Age","≥6 Months",23.3,"21.7 to 24.9",5946,2016-10-01
"4195","Seasonal Influenza","States/Local Areas","Illinois",17,"2016-17",10,"Age","≥6 Months",26.8,"24.9 to 28.7",6936,2016-10-01
"4196","Seasonal Influenza","States/Local Areas","Indiana",18,"2016-17",10,"Age","≥6 Months",25.7,"24.6 to 26.8",11326,2016-10-01
"4197","Seasonal Influenza","States/Local Areas","Iowa",19,"2016-17",10,"Age","≥6 Months",30.9,"29.6 to 32.2",8060,2016-10-01
"4198","Seasonal Influenza","States/Local Areas","Kansas",20,"2016-17",10,"Age","≥6 Months",27.8,"26.6 to 29.0",11878,2016-10-01
"4199","Seasonal Influenza","States/Local Areas","Kentucky",21,"2016-17",10,"Age","≥6 Months",27.1,"25.7 to 28.5",8883,2016-10-01
"4200","Seasonal Influenza","States/Local Areas","Louisiana",22,"2016-17",10,"Age","≥6 Months",21.5,"20.1 to 22.9",7098,2016-10-01
"4201","Seasonal Influenza","States/Local Areas","Maine",23,"2016-17",10,"Age","≥6 Months",29.8,"28.5 to 31.1",10018,2016-10-01
"4202","Seasonal Influenza","States/Local Areas","Maryland",24,"2016-17",10,"Age","≥6 Months",31.5,"30.3 to 32.7",15289,2016-10-01
"4203","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2016-17",10,"Age","≥6 Months",30.7,"29.0 to 32.4",8972,2016-10-01
"4204","Seasonal Influenza","States/Local Areas","Michigan",26,"2016-17",10,"Age","≥6 Months",26.8,"25.2 to 28.4",10029,2016-10-01
"4205","Seasonal Influenza","States/Local Areas","Minnesota",27,"2016-17",10,"Age","≥6 Months",31.5,"30.4 to 32.6",12263,2016-10-01
"4206","Seasonal Influenza","States/Local Areas","Mississippi",28,"2016-17",10,"Age","≥6 Months",23,"21.4 to 24.6",6648,2016-10-01
"4207","Seasonal Influenza","States/Local Areas","Missouri",29,"2016-17",10,"Age","≥6 Months",30.3,"28.4 to 32.2",5723,2016-10-01
"4208","Seasonal Influenza","States/Local Areas","Montana",30,"2016-17",10,"Age","≥6 Months",25.1,"23.0 to 27.2",4944,2016-10-01
"4209","Seasonal Influenza","States/Local Areas","Nebraska",31,"2016-17",10,"Age","≥6 Months",31.3,"30.0 to 32.6",12035,2016-10-01
"4210","Seasonal Influenza","States/Local Areas","Nevada",32,"2016-17",10,"Age","≥6 Months",21.4,"19.9 to 22.9",5719,2016-10-01
"4211","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2016-17",10,"Age","≥6 Months",31.1,"29.5 to 32.7",7000,2016-10-01
"4212","Seasonal Influenza","States/Local Areas","New Jersey",34,"2016-17",10,"Age","≥6 Months",27.9,"26.4 to 29.4",8682,2016-10-01
"4213","Seasonal Influenza","States/Local Areas","New Mexico",35,"2016-17",10,"Age","≥6 Months",27.7,"25.8 to 29.6",6342,2016-10-01
"4214","Seasonal Influenza","States/Local Areas","New York",36,"2016-17",10,"Age","≥6 Months",28.7,"27.5 to 29.9",20948,2016-10-01
"4215","Seasonal Influenza","States/Local Areas","North Carolina",37,"2016-17",10,"Age","≥6 Months",29.2,"27.6 to 30.8",6668,2016-10-01
"4216","Seasonal Influenza","States/Local Areas","North Dakota",38,"2016-17",10,"Age","≥6 Months",29.8,"28.3 to 31.3",7130,2016-10-01
"4217","Seasonal Influenza","States/Local Areas","Ohio",39,"2016-17",10,"Age","≥6 Months",26.6,"25.4 to 27.8",10327,2016-10-01
"4218","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2016-17",10,"Age","≥6 Months",28,"26.5 to 29.5",6511,2016-10-01
"4219","Seasonal Influenza","States/Local Areas","Oregon",41,"2016-17",10,"Age","≥6 Months",23,"21.6 to 24.4",6492,2016-10-01
"4220","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2016-17",10,"Age","≥6 Months",32.4,"30.1 to 34.7",9292,2016-10-01
"4221","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2016-17",10,"Age","≥6 Months",31.3,"29.6 to 33.0",6723,2016-10-01
"4222","Seasonal Influenza","States/Local Areas","South Carolina",45,"2016-17",10,"Age","≥6 Months",26.7,"25.4 to 28.0",10801,2016-10-01
"4223","Seasonal Influenza","States/Local Areas","South Dakota",46,"2016-17",10,"Age","≥6 Months",33.1,"31.0 to 35.2",6350,2016-10-01
"4224","Seasonal Influenza","States/Local Areas","Tennessee",47,"2016-17",10,"Age","≥6 Months",26.3,"24.7 to 27.9",6367,2016-10-01
"4225","Seasonal Influenza","States/Local Areas","Texas",48,"2016-17",10,"Age","≥6 Months",25.5,"24.1 to 26.9",23340,2016-10-01
"4226","Seasonal Influenza","States/Local Areas","Utah",49,"2016-17",10,"Age","≥6 Months",27.7,"26.3 to 29.1",10503,2016-10-01
"4227","Seasonal Influenza","States/Local Areas","Vermont",50,"2016-17",10,"Age","≥6 Months",27,"25.6 to 28.4",7526,2016-10-01
"4228","Seasonal Influenza","States/Local Areas","Virginia",51,"2016-17",10,"Age","≥6 Months",29,"27.6 to 30.4",8821,2016-10-01
"4229","Seasonal Influenza","States/Local Areas","Washington",53,"2016-17",10,"Age","≥6 Months",28,"27.0 to 29.0",14690,2016-10-01
"4230","Seasonal Influenza","States/Local Areas","West Virginia",54,"2016-17",10,"Age","≥6 Months",29.6,"28.2 to 31.0",7184,2016-10-01
"4231","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2016-17",10,"Age","≥6 Months",26.2,"24.5 to 27.9",5732,2016-10-01
"4232","Seasonal Influenza","States/Local Areas","Wyoming",56,"2016-17",10,"Age","≥6 Months",23.8,"22.2 to 25.4",6294,2016-10-01
"4233","Seasonal Influenza","States/Local Areas","Alabama",1,"2016-17",11,"Age","≥6 Months",34.2,"32.7 to 35.7",7901,2016-11-01
"4234","Seasonal Influenza","States/Local Areas","Alaska",2,"2016-17",11,"Age","≥6 Months",31.8,"29.3 to 34.3",4998,2016-11-01
"4235","Seasonal Influenza","States/Local Areas","Arizona",4,"2016-17",11,"Age","≥6 Months",32.9,"31.6 to 34.2",11261,2016-11-01
"4236","Seasonal Influenza","States/Local Areas","Arkansas",5,"2016-17",11,"Age","≥6 Months",38.7,"36.6 to 40.8",6418,2016-11-01
"4237","Seasonal Influenza","States/Local Areas","California",6,"2016-17",11,"Age","≥6 Months",33.9,"31.8 to 36.0",8010,2016-11-01
"4238","Seasonal Influenza","States/Local Areas","Colorado",8,"2016-17",11,"Age","≥6 Months",39.9,"38.5 to 41.3",10103,2016-11-01
"4239","Seasonal Influenza","States/Local Areas","Connecticut",9,"2016-17",11,"Age","≥6 Months",42.8,"41.4 to 44.2",11507,2016-11-01
"4240","Seasonal Influenza","States/Local Areas","Delaware",10,"2016-17",11,"Age","≥6 Months",40.9,"38.3 to 43.5",4687,2016-11-01
"4241","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2016-17",11,"Age","≥6 Months",37.4,"34.9 to 39.9",5244,2016-11-01
"4242","Seasonal Influenza","States/Local Areas","Florida",12,"2016-17",11,"Age","≥6 Months",31.5,"30.4 to 32.6",29185,2016-11-01
"4243","Seasonal Influenza","States/Local Areas","Georgia",13,"2016-17",11,"Age","≥6 Months",33.8,"31.9 to 35.7",5679,2016-11-01
"4244","Seasonal Influenza","States/Local Areas","Hawaii",15,"2016-17",11,"Age","≥6 Months",33.9,"32.3 to 35.5",8487,2016-11-01
"4245","Seasonal Influenza","States/Local Areas","Idaho",16,"2016-17",11,"Age","≥6 Months",31.7,"29.9 to 33.5",5946,2016-11-01
"4246","Seasonal Influenza","States/Local Areas","Illinois",17,"2016-17",11,"Age","≥6 Months",34.8,"32.8 to 36.8",6936,2016-11-01
"4247","Seasonal Influenza","States/Local Areas","Indiana",18,"2016-17",11,"Age","≥6 Months",34.7,"33.4 to 36.0",11326,2016-11-01
"4248","Seasonal Influenza","States/Local Areas","Iowa",19,"2016-17",11,"Age","≥6 Months",42.7,"41.2 to 44.2",8060,2016-11-01
"4249","Seasonal Influenza","States/Local Areas","Kansas",20,"2016-17",11,"Age","≥6 Months",36.7,"35.4 to 38.0",11878,2016-11-01
"4250","Seasonal Influenza","States/Local Areas","Kentucky",21,"2016-17",11,"Age","≥6 Months",36.1,"34.5 to 37.7",8883,2016-11-01
"4251","Seasonal Influenza","States/Local Areas","Louisiana",22,"2016-17",11,"Age","≥6 Months",28.8,"27.3 to 30.3",7098,2016-11-01
"4252","Seasonal Influenza","States/Local Areas","Maine",23,"2016-17",11,"Age","≥6 Months",40.7,"39.2 to 42.2",10018,2016-11-01
"4253","Seasonal Influenza","States/Local Areas","Maryland",24,"2016-17",11,"Age","≥6 Months",42.1,"40.7 to 43.5",15289,2016-11-01
"4254","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2016-17",11,"Age","≥6 Months",41.8,"39.8 to 43.8",8972,2016-11-01
"4255","Seasonal Influenza","States/Local Areas","Michigan",26,"2016-17",11,"Age","≥6 Months",35.4,"33.8 to 37.0",10029,2016-11-01
"4256","Seasonal Influenza","States/Local Areas","Minnesota",27,"2016-17",11,"Age","≥6 Months",42.6,"41.3 to 43.9",12263,2016-11-01
"4257","Seasonal Influenza","States/Local Areas","Mississippi",28,"2016-17",11,"Age","≥6 Months",31.5,"29.7 to 33.3",6648,2016-11-01
"4258","Seasonal Influenza","States/Local Areas","Missouri",29,"2016-17",11,"Age","≥6 Months",39.4,"37.2 to 41.6",5723,2016-11-01
"4259","Seasonal Influenza","States/Local Areas","Montana",30,"2016-17",11,"Age","≥6 Months",34.8,"32.2 to 37.4",4944,2016-11-01
"4260","Seasonal Influenza","States/Local Areas","Nebraska",31,"2016-17",11,"Age","≥6 Months",43,"41.6 to 44.4",12035,2016-11-01
"4261","Seasonal Influenza","States/Local Areas","Nevada",32,"2016-17",11,"Age","≥6 Months",27.8,"26.0 to 29.6",5719,2016-11-01
"4262","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2016-17",11,"Age","≥6 Months",41.9,"40.0 to 43.8",7000,2016-11-01
"4263","Seasonal Influenza","States/Local Areas","New Jersey",34,"2016-17",11,"Age","≥6 Months",37.4,"35.6 to 39.2",8682,2016-11-01
"4264","Seasonal Influenza","States/Local Areas","New Mexico",35,"2016-17",11,"Age","≥6 Months",38.4,"36.2 to 40.6",6342,2016-11-01
"4265","Seasonal Influenza","States/Local Areas","New York",36,"2016-17",11,"Age","≥6 Months",38.3,"37.1 to 39.5",20948,2016-11-01
"4266","Seasonal Influenza","States/Local Areas","North Carolina",37,"2016-17",11,"Age","≥6 Months",38.6,"36.8 to 40.4",6668,2016-11-01
"4267","Seasonal Influenza","States/Local Areas","North Dakota",38,"2016-17",11,"Age","≥6 Months",39.7,"38.1 to 41.3",7130,2016-11-01
"4268","Seasonal Influenza","States/Local Areas","Ohio",39,"2016-17",11,"Age","≥6 Months",36.4,"35.0 to 37.8",10327,2016-11-01
"4269","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2016-17",11,"Age","≥6 Months",36.7,"35.0 to 38.4",6511,2016-11-01
"4270","Seasonal Influenza","States/Local Areas","Oregon",41,"2016-17",11,"Age","≥6 Months",31.9,"30.3 to 33.5",6492,2016-11-01
"4271","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2016-17",11,"Age","≥6 Months",41.8,"39.5 to 44.1",9292,2016-11-01
"4272","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2016-17",11,"Age","≥6 Months",44.3,"42.4 to 46.2",6723,2016-11-01
"4273","Seasonal Influenza","States/Local Areas","South Carolina",45,"2016-17",11,"Age","≥6 Months",36.1,"34.7 to 37.5",10801,2016-11-01
"4274","Seasonal Influenza","States/Local Areas","South Dakota",46,"2016-17",11,"Age","≥6 Months",45,"42.7 to 47.3",6350,2016-11-01
"4275","Seasonal Influenza","States/Local Areas","Tennessee",47,"2016-17",11,"Age","≥6 Months",34.6,"32.9 to 36.3",6367,2016-11-01
"4276","Seasonal Influenza","States/Local Areas","Texas",48,"2016-17",11,"Age","≥6 Months",33.1,"31.7 to 34.5",23340,2016-11-01
"4277","Seasonal Influenza","States/Local Areas","Utah",49,"2016-17",11,"Age","≥6 Months",36.4,"34.9 to 37.9",10503,2016-11-01
"4278","Seasonal Influenza","States/Local Areas","Vermont",50,"2016-17",11,"Age","≥6 Months",38.7,"37.1 to 40.3",7526,2016-11-01
"4279","Seasonal Influenza","States/Local Areas","Virginia",51,"2016-17",11,"Age","≥6 Months",39.2,"37.6 to 40.8",8821,2016-11-01
"4280","Seasonal Influenza","States/Local Areas","Washington",53,"2016-17",11,"Age","≥6 Months",37.6,"36.4 to 38.8",14690,2016-11-01
"4281","Seasonal Influenza","States/Local Areas","West Virginia",54,"2016-17",11,"Age","≥6 Months",40.6,"39.0 to 42.2",7184,2016-11-01
"4282","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2016-17",11,"Age","≥6 Months",36,"34.2 to 37.8",5732,2016-11-01
"4283","Seasonal Influenza","States/Local Areas","Wyoming",56,"2016-17",11,"Age","≥6 Months",32.9,"31.0 to 34.8",6294,2016-11-01
"4284","Seasonal Influenza","States/Local Areas","Alabama",1,"2016-17",12,"Age","≥6 Months",38,"36.3 to 39.7",7901,2016-12-01
"4285","Seasonal Influenza","States/Local Areas","Alaska",2,"2016-17",12,"Age","≥6 Months",33.2,"30.6 to 35.8",4998,2016-12-01
"4286","Seasonal Influenza","States/Local Areas","Arizona",4,"2016-17",12,"Age","≥6 Months",36,"34.7 to 37.3",11261,2016-12-01
"4287","Seasonal Influenza","States/Local Areas","Arkansas",5,"2016-17",12,"Age","≥6 Months",41.4,"39.1 to 43.7",6418,2016-12-01
"4288","Seasonal Influenza","States/Local Areas","California",6,"2016-17",12,"Age","≥6 Months",39.8,"37.4 to 42.2",8010,2016-12-01
"4289","Seasonal Influenza","States/Local Areas","Colorado",8,"2016-17",12,"Age","≥6 Months",42.5,"41.1 to 43.9",10103,2016-12-01
"4290","Seasonal Influenza","States/Local Areas","Connecticut",9,"2016-17",12,"Age","≥6 Months",47.3,"45.9 to 48.7",11507,2016-12-01
"4291","Seasonal Influenza","States/Local Areas","Delaware",10,"2016-17",12,"Age","≥6 Months",45.6,"42.8 to 48.4",4687,2016-12-01
"4292","Seasonal Influenza","States/Local Areas","District of Columbia",11,"2016-17",12,"Age","≥6 Months",42.3,"39.4 to 45.2",5244,2016-12-01
"4293","Seasonal Influenza","States/Local Areas","Florida",12,"2016-17",12,"Age","≥6 Months",34.5,"33.4 to 35.6",29185,2016-12-01
"4294","Seasonal Influenza","States/Local Areas","Georgia",13,"2016-17",12,"Age","≥6 Months",36.7,"34.8 to 38.6",5679,2016-12-01
"4295","Seasonal Influenza","States/Local Areas","Hawaii",15,"2016-17",12,"Age","≥6 Months",38.2,"36.6 to 39.8",8487,2016-12-01
"4296","Seasonal Influenza","States/Local Areas","Idaho",16,"2016-17",12,"Age","≥6 Months",34.5,"32.6 to 36.4",5946,2016-12-01
"4297","Seasonal Influenza","States/Local Areas","Illinois",17,"2016-17",12,"Age","≥6 Months",38,"35.8 to 40.2",6936,2016-12-01
"4298","Seasonal Influenza","States/Local Areas","Indiana",18,"2016-17",12,"Age","≥6 Months",37.8,"36.5 to 39.1",11326,2016-12-01
"4299","Seasonal Influenza","States/Local Areas","Iowa",19,"2016-17",12,"Age","≥6 Months",46.3,"44.8 to 47.8",8060,2016-12-01
"4300","Seasonal Influenza","States/Local Areas","Kansas",20,"2016-17",12,"Age","≥6 Months",39.4,"38.1 to 40.7",11878,2016-12-01
"4301","Seasonal Influenza","States/Local Areas","Kentucky",21,"2016-17",12,"Age","≥6 Months",38.9,"37.3 to 40.5",8883,2016-12-01
"4302","Seasonal Influenza","States/Local Areas","Louisiana",22,"2016-17",12,"Age","≥6 Months",32.3,"30.6 to 34.0",7098,2016-12-01
"4303","Seasonal Influenza","States/Local Areas","Maine",23,"2016-17",12,"Age","≥6 Months",44.2,"42.7 to 45.7",10018,2016-12-01
"4304","Seasonal Influenza","States/Local Areas","Maryland",24,"2016-17",12,"Age","≥6 Months",46.2,"44.7 to 47.7",15289,2016-12-01
"4305","Seasonal Influenza","States/Local Areas","Massachusetts",25,"2016-17",12,"Age","≥6 Months",45.2,"43.2 to 47.2",8972,2016-12-01
"4306","Seasonal Influenza","States/Local Areas","Michigan",26,"2016-17",12,"Age","≥6 Months",38.6,"37.0 to 40.2",10029,2016-12-01
"4307","Seasonal Influenza","States/Local Areas","Minnesota",27,"2016-17",12,"Age","≥6 Months",45.8,"44.5 to 47.1",12263,2016-12-01
"4308","Seasonal Influenza","States/Local Areas","Mississippi",28,"2016-17",12,"Age","≥6 Months",34.3,"32.5 to 36.1",6648,2016-12-01
"4309","Seasonal Influenza","States/Local Areas","Missouri",29,"2016-17",12,"Age","≥6 Months",42.8,"40.4 to 45.2",5723,2016-12-01
"4310","Seasonal Influenza","States/Local Areas","Montana",30,"2016-17",12,"Age","≥6 Months",37.9,"35.1 to 40.7",4944,2016-12-01
"4311","Seasonal Influenza","States/Local Areas","Nebraska",31,"2016-17",12,"Age","≥6 Months",46.6,"45.2 to 48.0",12035,2016-12-01
"4312","Seasonal Influenza","States/Local Areas","Nevada",32,"2016-17",12,"Age","≥6 Months",30.6,"28.6 to 32.6",5719,2016-12-01
"4313","Seasonal Influenza","States/Local Areas","New Hampshire",33,"2016-17",12,"Age","≥6 Months",45.2,"43.3 to 47.1",7000,2016-12-01
"4314","Seasonal Influenza","States/Local Areas","New Jersey",34,"2016-17",12,"Age","≥6 Months",41.3,"39.5 to 43.1",8682,2016-12-01
"4315","Seasonal Influenza","States/Local Areas","New Mexico",35,"2016-17",12,"Age","≥6 Months",41.6,"39.4 to 43.8",6342,2016-12-01
"4316","Seasonal Influenza","States/Local Areas","New York",36,"2016-17",12,"Age","≥6 Months",42.3,"41.0 to 43.6",20948,2016-12-01
"4317","Seasonal Influenza","States/Local Areas","North Carolina",37,"2016-17",12,"Age","≥6 Months",42.9,"40.9 to 44.9",6668,2016-12-01
"4318","Seasonal Influenza","States/Local Areas","North Dakota",38,"2016-17",12,"Age","≥6 Months",42.7,"41.1 to 44.3",7130,2016-12-01
"4319","Seasonal Influenza","States/Local Areas","Ohio",39,"2016-17",12,"Age","≥6 Months",40.2,"38.8 to 41.6",10327,2016-12-01
"4320","Seasonal Influenza","States/Local Areas","Oklahoma",40,"2016-17",12,"Age","≥6 Months",40.6,"38.8 to 42.4",6511,2016-12-01
"4321","Seasonal Influenza","States/Local Areas","Oregon",41,"2016-17",12,"Age","≥6 Months",34.5,"32.9 to 36.1",6492,2016-12-01
"4322","Seasonal Influenza","States/Local Areas","Pennsylvania",42,"2016-17",12,"Age","≥6 Months",45.6,"43.3 to 47.9",9292,2016-12-01
"4323","Seasonal Influenza","States/Local Areas","Rhode Island",44,"2016-17",12,"Age","≥6 Months",48.6,"46.5 to 50.7",6723,2016-12-01
"4324","Seasonal Influenza","States/Local Areas","South Carolina",45,"2016-17",12,"Age","≥6 Months",40,"38.6 to 41.4",10801,2016-12-01
"4325","Seasonal Influenza","States/Local Areas","South Dakota",46,"2016-17",12,"Age","≥6 Months",48.5,"46.0 to 51.0",6350,2016-12-01
"4326","Seasonal Influenza","States/Local Areas","Tennessee",47,"2016-17",12,"Age","≥6 Months",37,"35.1 to 38.9",6367,2016-12-01
"4327","Seasonal Influenza","States/Local Areas","Texas",48,"2016-17",12,"Age","≥6 Months",36.3,"34.7 to 37.9",23340,2016-12-01
"4328","Seasonal Influenza","States/Local Areas","Utah",49,"2016-17",12,"Age","≥6 Months",38.9,"37.3 to 40.5",10503,2016-12-01
"4329","Seasonal Influenza","States/Local Areas","Vermont",50,"2016-17",12,"Age","≥6 Months",42.4,"40.6 to 44.2",7526,2016-12-01
"4330","Seasonal Influenza","States/Local Areas","Virginia",51,"2016-17",12,"Age","≥6 Months",43,"41.3 to 44.7",8821,2016-12-01
"4331","Seasonal Influenza","States/Local Areas","Washington",53,"2016-17",12,"Age","≥6 Months",41.5,"40.3 to 42.7",14690,2016-12-01
"4332","Seasonal Influenza","States/Local Areas","West Virginia",54,"2016-17",12,"Age","≥6 Months",44,"42.3 to 45.7",7184,2016-12-01
"4333","Seasonal Influenza","States/Local Areas","Wisconsin",55,"2016-17",12,"Age","≥6 Months",38.8,"36.8 to 40.8",5732,2016-12-01
"4334","Seasonal Influenza","States/Local Areas","Wyoming",56,"2016-17",12,"Age","≥6 Months",34.8,"32.9 to 36.7",6294,2016-12-01
"4335","Seasonal Influenza","States/Local Areas","Alabama",1,"2017-18",1,"Age","≥6 Months",39,"37.4 to 40.6",7547,2017-01-01
"4336","Seasonal Influenza","States/Local Areas","Alaska",2,"2017-18",1,"Age","≥6 Months",35.7,"33.0 to 38.4",3690,2017-01-01
"4337","Seasonal Influenza","States/Local Areas","Arizona",4,"2017-18",1,"Age","≥6 Months",34.6,"33.2 to 36.0",12285,2017-01-01
"4338","Seasonal Influenza","States/Local Areas","Arkansas",5,"2017-18",1,"Age","≥6 Months",38.9,"37.0 to 40.8",6287,2017-01-01
